Month,Day,Year,AverageTemperature,AverageTemperatureUncertainty,Country
11,1,1977,19.215,0.305,Egypt
10,1,2004,25.448,0.305,Egypt
10,1,1975,23.902,0.304,Egypt
4,1,1980,23.337,0.304,Egypt
12,1,1980,14.958,0.304,Egypt
12,1,1995,14.66,0.304,Egypt
10,1,1975,23.902,0.304,Egypt
4,1,1980,23.337,0.304,Egypt
12,1,1980,14.958,0.304,Egypt
12,1,1995,14.66,0.304,Egypt
2,1,1999,16.752,0.303,Egypt
5,1,2008,27.904,0.303,Egypt
4,1,2012,24.626,0.303,Egypt
2,1,1999,16.752,0.303,Egypt
5,1,2008,27.904,0.303,Egypt
4,1,2012,24.626,0.303,Egypt
1,1,1975,12.524,0.302,Egypt
11,1,1980,20.419,0.302,Egypt
9,1,1990,27.616,0.302,Egypt
1,1,1975,12.524,0.302,Egypt
11,1,1980,20.419,0.302,Egypt
9,1,1990,27.616,0.302,Egypt
11,1,1996,20.134,0.301,Egypt
8,1,2004,30.464,0.301,Egypt
7,1,2008,31.335,0.301,Egypt
1,1,2009,14.936,0.301,Egypt
11,1,1996,20.134,0.301,Egypt
8,1,2004,30.464,0.301,Egypt
7,1,2008,31.335,0.301,Egypt
1,1,2009,14.936,0.301,Egypt
4,1,1975,24.423,0.299,Egypt
6,1,2004,29.626,0.299,Egypt
12,1,2010,16.56,0.299,Egypt
4,1,1975,24.423,0.299,Egypt
6,1,2004,29.626,0.299,Egypt
12,1,2010,16.56,0.299,Egypt
9,1,2001,29.35,0.298,Egypt
9,1,2001,29.35,0.298,Egypt
6,1,1978,29.591,0.297,Egypt
6,1,1995,31.842,0.297,Egypt
1,1,1999,14.206,0.297,Egypt
2,1,2005,16.181,0.297,Egypt
3,1,2010,21.614,0.297,Egypt
6,1,1978,29.591,0.297,Egypt
6,1,1995,31.842,0.297,Egypt
1,1,1999,14.206,0.297,Egypt
2,1,2005,16.181,0.297,Egypt
3,1,2010,21.614,0.297,Egypt
9,1,1986,29.434,0.296,Egypt
9,1,1986,29.434,0.296,Egypt
10,1,1984,25.165,0.295,Egypt
10,1,1984,25.165,0.295,Egypt
9,1,1980,27.341,0.294,Egypt
4,1,1990,24.38,0.294,Egypt
9,1,1980,27.341,0.294,Egypt
4,1,1990,24.38,0.294,Egypt
4,1,1973,22.811,0.293,Egypt
12,1,1976,15.677,0.293,Egypt
6,1,1986,30.173,0.293,Egypt
6,1,1991,29.872,0.293,Egypt
4,1,1973,22.811,0.293,Egypt
12,1,1976,15.677,0.293,Egypt
6,1,1986,30.173,0.293,Egypt
6,1,1991,29.872,0.293,Egypt
9,1,1974,27.838,0.292,Egypt
9,1,1974,27.838,0.292,Egypt
7,1,1983,30.621,0.291,Egypt
8,1,1985,30.289,0.291,Egypt
8,1,1998,32.231,0.291,Egypt
4,1,2004,23.425,0.291,Egypt
7,1,1983,30.621,0.291,Egypt
8,1,1985,30.289,0.291,Egypt
8,1,1998,32.231,0.291,Egypt
4,1,2004,23.425,0.291,Egypt
7,1,1971,29.169,0.29,Egypt
4,1,2008,24.419,0.29,Egypt
7,1,1971,29.169,0.29,Egypt
4,1,2008,24.419,0.29,Egypt
4,1,1974,24.523,0.288,Egypt
12,1,1979,13.471,0.288,Egypt
11,1,1987,18.934,0.288,Egypt
4,1,1974,24.523,0.288,Egypt
12,1,1979,13.471,0.288,Egypt
11,1,1987,18.934,0.288,Egypt
11,1,1988,17.487,0.287,Egypt
4,1,1999,23.078,0.287,Egypt
4,1,2003,23.587,0.287,Egypt
1,1,2010,16.153,0.287,Egypt
11,1,1988,17.487,0.287,Egypt
4,1,1999,23.078,0.287,Egypt
4,1,2003,23.587,0.287,Egypt
1,1,2010,16.153,0.287,Egypt
12,1,1977,13.465,0.286,Egypt
7,1,1986,30.739,0.286,Egypt
11,1,2006,18.216,0.286,Egypt
3,1,2012,18.045,0.286,Egypt
12,1,1977,13.465,0.286,Egypt
7,1,1986,30.739,0.286,Egypt
11,1,2006,18.216,0.286,Egypt
3,1,2012,18.045,0.286,Egypt
2,1,1984,15.603,0.285,Egypt
2,1,1984,15.603,0.285,Egypt
3,1,1978,18.8,0.284,Egypt
8,1,1978,28.629,0.284,Egypt
12,1,2004,14.906,0.284,Egypt
3,1,1978,18.8,0.284,Egypt
8,1,1978,28.629,0.284,Egypt
12,1,2004,14.906,0.284,Egypt
10,1,1989,23.834,0.283,Egypt
2,1,2009,16.196,0.283,Egypt
10,1,1989,23.834,0.283,Egypt
2,1,2009,16.196,0.283,Egypt
9,1,1970,27.668,0.282,Egypt
3,1,1982,17.119,0.282,Egypt
10,1,2009,26.006,0.282,Egypt
9,1,1970,27.668,0.282,Egypt
3,1,1982,17.119,0.282,Egypt
10,1,2009,26.006,0.282,Egypt
2,1,1991,15.858,0.281,Egypt
2,1,1991,15.858,0.281,Egypt
4,1,1996,22.145,0.28,Egypt
3,1,2002,20.193,0.28,Egypt
4,1,1996,22.145,0.28,Egypt
3,1,2002,20.193,0.28,Egypt
8,1,1974,29.476,0.279,Egypt
1,1,1988,13.738,0.279,Egypt
9,1,1989,29.05,0.279,Egypt
5,1,2002,27.212,0.279,Egypt
3,1,2007,19.375,0.279,Egypt
1,1,2011,14.39,0.279,Egypt
6,1,2011,30.017,0.279,Egypt
8,1,1974,29.476,0.279,Egypt
1,1,1988,13.738,0.279,Egypt
9,1,1989,29.05,0.279,Egypt
5,1,2002,27.212,0.279,Egypt
3,1,2007,19.375,0.279,Egypt
1,1,2011,14.39,0.279,Egypt
6,1,2011,30.017,0.279,Egypt
12,1,1981,15.345,0.278,Egypt
11,1,1992,19.644,0.278,Egypt
12,1,1981,15.345,0.278,Egypt
11,1,1992,19.644,0.278,Egypt
6,1,1974,29.074,0.277,Egypt
12,1,1975,14.559,0.277,Egypt
2,1,1987,16.442,0.277,Egypt
6,1,2010,31.498,0.277,Egypt
6,1,1974,29.074,0.277,Egypt
12,1,1975,14.559,0.277,Egypt
2,1,1987,16.442,0.277,Egypt
6,1,2010,31.498,0.277,Egypt
7,1,2011,31.816,0.276,Egypt
7,1,2011,31.816,0.276,Egypt
11,1,1995,17.814,0.275,Egypt
9,1,2003,29.049,0.275,Egypt
11,1,1995,17.814,0.275,Egypt
9,1,2003,29.049,0.275,Egypt
5,1,1988,28.736,0.274,Egypt
8,1,1988,30.989,0.274,Egypt
5,1,1988,28.736,0.274,Egypt
8,1,1988,30.989,0.274,Egypt
8,1,1986,30.457,0.273,Egypt
8,1,1986,30.457,0.273,Egypt
11,1,1985,20.178,0.272,Egypt
5,1,1995,26.463,0.272,Egypt
7,1,1996,30.414,0.272,Egypt
11,1,2008,20.667,0.272,Egypt
3,1,2011,18.944,0.272,Egypt
11,1,1985,20.178,0.272,Egypt
5,1,1995,26.463,0.272,Egypt
7,1,1996,30.414,0.272,Egypt
11,1,2008,20.667,0.272,Egypt
3,1,2011,18.944,0.272,Egypt
4,1,1986,23.732,0.271,Egypt
3,1,2003,17.082,0.271,Egypt
1,1,2007,13.277,0.271,Egypt
6,1,2008,31.527,0.271,Egypt
4,1,1986,23.732,0.271,Egypt
3,1,2003,17.082,0.271,Egypt
1,1,2007,13.277,0.271,Egypt
6,1,2008,31.527,0.271,Egypt
2,1,1985,14.656,0.27,Egypt
2,1,1985,14.656,0.27,Egypt
8,1,1990,29.237,0.269,Egypt
8,1,1990,29.237,0.269,Egypt
6,1,1977,29.955,0.268,Egypt
6,1,1977,29.955,0.268,Egypt
11,1,2004,20.373,0.267,Egypt
11,1,2004,20.373,0.267,Egypt
5,1,1990,26.793,0.266,Egypt
5,1,1990,26.793,0.266,Egypt
12,1,1982,13.558,0.265,Egypt
4,1,1993,23.961,0.265,Egypt
12,1,1982,13.558,0.265,Egypt
4,1,1993,23.961,0.265,Egypt
8,1,2010,32.591,0.264,Egypt
8,1,2010,32.591,0.264,Egypt
9,1,2002,30.13,0.263,Egypt
9,1,2002,30.13,0.263,Egypt
9,1,1984,28.525,0.262,Egypt
8,1,2002,31.682,0.262,Egypt
9,1,1984,28.525,0.262,Egypt
8,1,2002,31.682,0.262,Egypt
10,1,1997,24.688,0.261,Egypt
10,1,1997,24.688,0.261,Egypt
5,1,1971,27.759,0.26,Egypt
5,1,1971,27.759,0.26,Egypt
9,1,1977,28.007,0.259,Egypt
8,1,1982,30.125,0.259,Egypt
5,1,2005,26.92,0.259,Egypt
9,1,1977,28.007,0.259,Egypt
8,1,1982,30.125,0.259,Egypt
5,1,2005,26.92,0.259,Egypt
7,1,1981,30.544,0.258,Egypt
10,1,1996,24.38,0.258,Egypt
7,1,1981,30.544,0.258,Egypt
10,1,1996,24.38,0.258,Egypt
9,1,1979,27.974,0.257,Egypt
3,1,1998,17.078,0.257,Egypt
12,1,2007,15.118,0.257,Egypt
9,1,1979,27.974,0.257,Egypt
3,1,1998,17.078,0.257,Egypt
12,1,2007,15.118,0.257,Egypt
8,1,1977,30.569,0.256,Egypt
3,1,1979,20.408,0.256,Egypt
10,1,2007,25.638,0.256,Egypt
8,1,1977,30.569,0.256,Egypt
3,1,1979,20.408,0.256,Egypt
10,1,2007,25.638,0.256,Egypt
2,1,1972,14.773,0.254,Egypt
2,1,2008,14.211,0.254,Egypt
2,1,1972,14.773,0.254,Egypt
2,1,2008,14.211,0.254,Egypt
8,1,1976,28.886,0.253,Egypt
3,1,1986,20.016,0.253,Egypt
3,1,1997,17.382,0.253,Egypt
8,1,1976,28.886,0.253,Egypt
3,1,1986,20.016,0.253,Egypt
3,1,1997,17.382,0.253,Egypt
8,1,1983,29.64,0.252,Egypt
6,1,1990,29.298,0.252,Egypt
4,1,1998,24.724,0.252,Egypt
4,1,2011,22.928,0.252,Egypt
8,1,1983,29.64,0.252,Egypt
6,1,1990,29.298,0.252,Egypt
4,1,1998,24.724,0.252,Egypt
4,1,2011,22.928,0.252,Egypt
7,1,2005,31.44,0.251,Egypt
7,1,2005,31.44,0.251,Egypt
7,1,1976,29.829,0.25,Egypt
7,1,1976,29.829,0.25,Egypt
7,1,1988,31.638,0.249,Egypt
7,1,1988,31.638,0.249,Egypt
6,1,1987,29.402,0.248,Egypt
6,1,1987,29.402,0.248,Egypt
1,1,1972,13.163,0.247,Egypt
6,1,2002,29.535,0.247,Egypt
1,1,1972,13.163,0.247,Egypt
6,1,2002,29.535,0.247,Egypt
5,1,1974,26.124,0.245,Egypt
3,1,2001,21.512,0.245,Egypt
11,1,2009,19.739,0.245,Egypt
5,1,1974,26.124,0.245,Egypt
3,1,2001,21.512,0.245,Egypt
11,1,2009,19.739,0.245,Egypt
6,1,1994,28.898,0.244,Egypt
4,1,2006,23.425,0.244,Egypt
8,1,2011,31.167,0.244,Egypt
6,1,1994,28.898,0.244,Egypt
4,1,2006,23.425,0.244,Egypt
8,1,2011,31.167,0.244,Egypt
5,1,1989,27.987,0.243,Egypt
9,1,2009,29.449,0.243,Egypt
5,1,1989,27.987,0.243,Egypt
9,1,2009,29.449,0.243,Egypt
11,1,1976,20.141,0.242,Egypt
2,1,1986,16.594,0.242,Egypt
11,1,1976,20.141,0.242,Egypt
2,1,1986,16.594,0.242,Egypt
3,1,1999,19.195,0.241,Egypt
3,1,1999,19.195,0.241,Egypt
9,1,2005,29.403,0.24,Egypt
9,1,2005,29.403,0.24,Egypt
12,1,1970,13.642,0.239,Egypt
5,1,1982,25.86,0.239,Egypt
2,1,1996,16.054,0.239,Egypt
12,1,1970,13.642,0.239,Egypt
5,1,1982,25.86,0.239,Egypt
2,1,1996,16.054,0.239,Egypt
8,1,1981,30.235,0.238,Egypt
8,1,1981,30.235,0.238,Egypt
2,1,1976,13.947,0.237,Egypt
8,1,1979,30.309,0.237,Egypt
2,1,1976,13.947,0.237,Egypt
8,1,1979,30.309,0.237,Egypt
7,1,1979,30.35,0.236,Egypt
8,1,2005,31.393,0.236,Egypt
7,1,1979,30.35,0.236,Egypt
8,1,2005,31.393,0.236,Egypt
3,1,1995,19.267,0.235,Egypt
6,1,2007,30.696,0.235,Egypt
3,1,1995,19.267,0.235,Egypt
6,1,2007,30.696,0.235,Egypt
9,1,1987,28.441,0.234,Egypt
12,1,1987,15.36,0.234,Egypt
9,1,1987,28.441,0.234,Egypt
12,1,1987,15.36,0.234,Egypt
12,1,1971,14.265,0.233,Egypt
5,1,1985,28.309,0.233,Egypt
2,1,1988,15.114,0.233,Egypt
12,1,1971,14.265,0.233,Egypt
5,1,1985,28.309,0.233,Egypt
2,1,1988,15.114,0.233,Egypt
5,1,1970,27.283,0.232,Egypt
10,1,1990,24.811,0.232,Egypt
5,1,1970,27.283,0.232,Egypt
10,1,1990,24.811,0.232,Egypt
8,1,1984,29.137,0.231,Egypt
8,1,1984,29.137,0.231,Egypt
9,1,1978,27.621,0.229,Egypt
10,1,1978,25.469,0.229,Egypt
11,1,2002,20.543,0.229,Egypt
9,1,1978,27.621,0.229,Egypt
10,1,1978,25.469,0.229,Egypt
11,1,2002,20.543,0.229,Egypt
10,1,1994,26.955,0.227,Egypt
10,1,2006,25.026,0.227,Egypt
10,1,1994,26.955,0.227,Egypt
10,1,2006,25.026,0.227,Egypt
9,1,1973,27.786,0.226,Egypt
11,1,2007,20.115,0.226,Egypt
9,1,1973,27.786,0.226,Egypt
11,1,2007,20.115,0.226,Egypt
5,1,1972,26.934,0.225,Egypt
5,1,1972,26.934,0.225,Egypt
4,1,1982,24.112,0.223,Egypt
2,1,1998,15.848,0.223,Egypt
4,1,1982,24.112,0.223,Egypt
2,1,1998,15.848,0.223,Egypt
3,1,1996,19.087,0.221,Egypt
3,1,1996,19.087,0.221,Egypt
7,1,1970,29.982,0.22,Egypt
11,1,1979,20.741,0.22,Egypt
9,1,1988,28.884,0.22,Egypt
7,1,1970,29.982,0.22,Egypt
11,1,1979,20.741,0.22,Egypt
9,1,1988,28.884,0.22,Egypt
12,1,1999,15.526,0.219,Egypt
7,1,2004,31.399,0.219,Egypt
6,1,2005,30.006,0.219,Egypt
12,1,2009,16.031,0.219,Egypt
12,1,1999,15.526,0.219,Egypt
7,1,2004,31.399,0.219,Egypt
6,1,2005,30.006,0.219,Egypt
12,1,2009,16.031,0.219,Egypt
7,1,1974,29.901,0.218,Egypt
10,1,2008,24.558,0.218,Egypt
7,1,1974,29.901,0.218,Egypt
10,1,2008,24.558,0.218,Egypt
10,1,2000,23.57,0.214,Egypt
10,1,2002,25.24,0.214,Egypt
10,1,2000,23.57,0.214,Egypt
10,1,2002,25.24,0.214,Egypt
2,1,1982,13.68,0.212,Egypt
11,1,1997,20.03,0.212,Egypt
11,1,2005,18.865,0.212,Egypt
5,1,2007,28.288,0.212,Egypt
2,1,1982,13.68,0.212,Egypt
11,1,1997,20.03,0.212,Egypt
11,1,2005,18.865,0.212,Egypt
5,1,2007,28.288,0.212,Egypt
8,1,1970,29.712,0.211,Egypt
5,1,1983,27.289,0.211,Egypt
8,1,1970,29.712,0.211,Egypt
5,1,1983,27.289,0.211,Egypt
5,1,2011,27.273,0.208,Egypt
5,1,2011,27.273,0.208,Egypt
11,1,1978,17.277,0.207,Egypt
1,1,1987,13.687,0.207,Egypt
9,1,2004,28.209,0.207,Egypt
5,1,2009,26.508,0.207,Egypt
11,1,1978,17.277,0.207,Egypt
1,1,1987,13.687,0.207,Egypt
9,1,2004,28.209,0.207,Egypt
5,1,2009,26.508,0.207,Egypt
6,1,1997,30.432,0.204,Egypt
6,1,1997,30.432,0.204,Egypt
1,1,1977,13.366,0.198,Egypt
1,1,1977,13.366,0.198,Egypt
9,1,2008,29.807,0.195,Egypt
9,1,2008,29.807,0.195,Egypt
9,1,2007,28.102,0.194,Egypt
9,1,2007,28.102,0.194,Egypt
9,1,2011,28.927,0.19,Egypt
9,1,2011,28.927,0.19,Egypt
4,1,2002,23.454,0.186,Egypt
4,1,2002,23.454,0.186,Egypt
2,1,1979,17.446,0.184,Egypt
4,1,1984,23.014,0.184,Egypt
2,1,1979,17.446,0.184,Egypt
4,1,1984,23.014,0.184,Egypt
2,1,1980,14.421,0.173,Egypt
3,1,2009,18.309,0.173,Egypt
2,1,1980,14.421,0.173,Egypt
3,1,2009,18.309,0.173,Egypt
6,1,2009,30.805,0.171,Egypt
6,1,2009,30.805,0.171,Egypt
10,1,2005,24.593,0.17,Egypt
10,1,2005,24.593,0.17,Egypt
8,1,2013,24.589,2.752,Ethiopia
8,1,2013,24.589,2.752,Ethiopia
8,1,2001,22.29,2.748,Ethiopia
10,1,2001,22.191,2.696,Ethiopia
10,1,2008,22.829,2.319,Ethiopia
2,1,2021,22.227,2.26,Ethiopia
12,1,2020,21.421,2.116,Ethiopia
10,1,2000,21.838,2.097,Ethiopia
5,1,2000,23.725,2.023,Ethiopia
1,1,2021,21.688,2.001,Ethiopia
4,1,2009,22.855,1.975,Ethiopia
10,1,2010,23.106,1.94,Ethiopia
2,1,2020,23.064,1.928,Ethiopia
9,1,2013,22.607,1.903,Ethiopia
9,1,2018,22.317,1.823,Ethiopia
11,1,2020,21.697,1.787,Ethiopia
7,1,2018,22.301,1.784,Ethiopia
7,1,2000,22.223,1.773,Ethiopia
7,1,2012,24.123,1.764,Ethiopia
7,1,2012,24.123,1.764,Ethiopia
9,1,2001,23.358,1.691,Ethiopia
5,1,2014,24.516,1.673,Ethiopia
10,1,2014,22.651,1.658,Ethiopia
11,1,2019,22.436,1.648,Ethiopia
3,1,2028,23.914,1.64,Ethiopia
1,1,2012,22.259,1.63,Ethiopia
1,1,2012,22.259,1.63,Ethiopia
7,1,2016,21.435,1.629,Ethiopia
7,1,2017,22.072,1.627,Ethiopia
5,1,2010,24.93,1.626,Ethiopia
12,1,2007,20.075,1.613,Ethiopia
3,1,2009,23.493,1.608,Ethiopia
9,1,2002,22.852,1.572,Ethiopia
6,1,2012,25.559,1.528,Ethiopia
6,1,2012,25.559,1.528,Ethiopia
11,1,2000,23.15,1.526,Ethiopia
11,1,2000,23.15,1.526,Ethiopia
9,1,2003,22.789,1.489,Ethiopia
9,1,2004,23.676,1.462,Ethiopia
3,1,2008,23.385,1.44,Ethiopia
3,1,2005,23.387,1.439,Ethiopia
10,1,2012,22.601,1.437,Ethiopia
1,1,2005,21.516,1.421,Ethiopia
4,1,2008,24.014,1.389,Ethiopia
8,1,2009,22.215,1.385,Ethiopia
6,1,2014,24.084,1.383,Ethiopia
8,1,2012,24.694,1.367,Ethiopia
8,1,2012,24.694,1.367,Ethiopia
5,1,2008,24.951,1.362,Ethiopia
4,1,2002,23.351,1.358,Ethiopia
3,1,2003,23.575,1.357,Ethiopia
12,1,2012,21.612,1.352,Ethiopia
2,1,2010,22.853,1.35,Ethiopia
10,1,2025,22.474,1.347,Ethiopia
4,1,2010,24.382,1.344,Ethiopia
1,1,2014,22.4,1.326,Ethiopia
5,1,2019,24.494,1.32,Ethiopia
1,1,2012,21.511,1.32,Ethiopia
8,1,2004,23.25,1.312,Ethiopia
3,1,2013,22.355,1.295,Ethiopia
11,1,2028,21.86,1.289,Ethiopia
11,1,2008,20.827,1.268,Ethiopia
5,1,2013,23.743,1.263,Ethiopia
2,1,2014,22.987,1.258,Ethiopia
12,1,1993,21.65,1.251,Ethiopia
12,1,1993,21.65,1.251,Ethiopia
9,1,2008,22.927,1.25,Ethiopia
12,1,2006,20.464,1.244,Ethiopia
8,1,2005,23.022,1.243,Ethiopia
7,1,2001,23.329,1.241,Ethiopia
2,1,2013,22.362,1.236,Ethiopia
10,1,2020,22.3,1.225,Ethiopia
11,1,2010,22.234,1.219,Ethiopia
9,1,2015,23.913,1.216,Ethiopia
7,1,2011,24.524,1.207,Ethiopia
7,1,2011,24.524,1.207,Ethiopia
10,1,2013,22.421,1.207,Ethiopia
2,1,2002,23.146,1.181,Ethiopia
8,1,2000,22.549,1.171,Ethiopia
8,1,2017,22.483,1.167,Ethiopia
3,1,2012,24.215,1.166,Ethiopia
3,1,2012,24.215,1.166,Ethiopia
7,1,2010,23.141,1.159,Ethiopia
11,1,2001,21.738,1.156,Ethiopia
2,1,2001,22.776,1.149,Ethiopia
5,1,2027,24.23,1.148,Ethiopia
6,1,2010,23.934,1.143,Ethiopia
1,1,2002,21.432,1.142,Ethiopia
2,1,2029,23.763,1.129,Ethiopia
11,1,2015,22.439,1.127,Ethiopia
6,1,2022,23.529,1.112,Ethiopia
9,1,2025,23.158,1.111,Ethiopia
3,1,2007,23.651,1.11,Ethiopia
1,1,2027,21.771,1.102,Ethiopia
6,1,2004,23.661,1.088,Ethiopia
2,1,2005,22.016,1.088,Ethiopia
3,1,2012,23.005,1.087,Ethiopia
12,1,2005,21.779,1.083,Ethiopia
3,1,2025,22.819,1.08,Ethiopia
8,1,2002,23.634,1.074,Ethiopia
3,1,2014,23.824,1.073,Ethiopia
12,1,2001,21.792,1.07,Ethiopia
4,1,2012,24.517,1.068,Ethiopia
4,1,2012,24.517,1.068,Ethiopia
12,1,2027,22.239,1.056,Ethiopia
2,1,1997,23.495,1.055,Ethiopia
2,1,1997,23.495,1.055,Ethiopia
11,1,2012,23.096,1.054,Ethiopia
11,1,2012,23.096,1.054,Ethiopia
11,1,1994,22.077,1.049,Ethiopia
11,1,1994,22.077,1.049,Ethiopia
9,1,2014,23.657,1.049,Ethiopia
4,1,2011,24.015,1.042,Ethiopia
5,1,2001,24.264,1.039,Ethiopia
3,1,2010,23.701,1.036,Ethiopia
12,1,2009,21.397,1.028,Ethiopia
11,1,2014,22.023,1.028,Ethiopia
6,1,2019,24.021,1.027,Ethiopia
9,1,2017,23.03,1.026,Ethiopia
7,1,1993,22.689,1.023,Ethiopia
6,1,1998,25.142,1.023,Ethiopia
7,1,1993,22.689,1.023,Ethiopia
6,1,1998,25.142,1.023,Ethiopia
3,1,2023,23.636,1.018,Ethiopia
3,1,2027,23.198,1.014,Ethiopia
1,1,2016,21.699,1.013,Ethiopia
1,1,2003,21.82,1.009,Ethiopia
6,1,2011,23.947,1.006,Ethiopia
7,1,2009,22.126,1.002,Ethiopia
11,1,2009,21.414,1.001,Ethiopia
2,1,2012,21.766,1.001,Ethiopia
8,1,2018,22.27,0.998,Ethiopia
7,1,2014,23.131,0.998,Ethiopia
5,1,2005,23.865,0.995,Ethiopia
9,1,2003,23.171,0.993,Ethiopia
9,1,2003,23.171,0.993,Ethiopia
4,1,2012,23.829,0.99,Ethiopia
3,1,2008,24.529,0.989,Ethiopia
3,1,2008,24.529,0.989,Ethiopia
3,1,2017,22.724,0.987,Ethiopia
12,1,2018,21.631,0.985,Ethiopia
1,1,2010,21.614,0.985,Ethiopia
12,1,2011,21.223,0.985,Ethiopia
11,1,2002,23.142,0.981,Ethiopia
11,1,2002,23.142,0.981,Ethiopia
10,1,2009,22.121,0.978,Ethiopia
2,1,2003,24.269,0.977,Ethiopia
2,1,2003,24.269,0.977,Ethiopia
1,1,2013,21.346,0.976,Ethiopia
4,1,2013,23.657,0.973,Ethiopia
4,1,2029,24.457,0.97,Ethiopia
10,1,2015,23.449,0.968,Ethiopia
2,1,2006,23.234,0.965,Ethiopia
4,1,2010,24.957,0.96,Ethiopia
4,1,2010,24.957,0.96,Ethiopia
6,1,2009,22.705,0.957,Ethiopia
2,1,2007,22.608,0.954,Ethiopia
2,1,2028,23.351,0.953,Ethiopia
2,1,2025,22.084,0.951,Ethiopia
12,1,2019,21.393,0.95,Ethiopia
4,1,2027,23.54,0.947,Ethiopia
2,1,2016,22.781,0.94,Ethiopia
6,1,2001,23.685,0.939,Ethiopia
7,1,2004,23.026,0.939,Ethiopia
10,1,2018,21.895,0.937,Ethiopia
12,1,2024,21.198,0.929,Ethiopia
6,1,2008,23.882,0.927,Ethiopia
11,1,2025,21.507,0.926,Ethiopia
4,1,2022,24.223,0.925,Ethiopia
2,1,2004,22.363,0.925,Ethiopia
8,1,2006,22.453,0.921,Ethiopia
4,1,2011,26.195,0.92,Ethiopia
4,1,2011,26.195,0.92,Ethiopia
12,1,2013,20.613,0.92,Ethiopia
9,1,2010,22.965,0.918,Ethiopia
6,1,2026,23.757,0.916,Ethiopia
2,1,2018,22.253,0.913,Ethiopia
2,1,2013,24.475,0.912,Ethiopia
9,1,2005,22.839,0.912,Ethiopia
2,1,2013,24.475,0.912,Ethiopia
5,1,2002,23.982,0.909,Ethiopia
6,1,2020,23.511,0.906,Ethiopia
4,1,2023,22.908,0.905,Ethiopia
10,1,2022,21.644,0.899,Ethiopia
11,1,2018,21.931,0.896,Ethiopia
10,1,2003,22.319,0.888,Ethiopia
2,1,2019,23.67,0.887,Ethiopia
1,1,2013,23.222,0.881,Ethiopia
1,1,2013,23.222,0.881,Ethiopia
12,1,2008,20.314,0.874,Ethiopia
7,1,2015,23.255,0.87,Ethiopia
7,1,2002,23.735,0.864,Ethiopia
5,1,2004,25.477,0.864,Ethiopia
7,1,2002,23.735,0.864,Ethiopia
5,1,2004,25.477,0.864,Ethiopia
4,1,2007,23.186,0.863,Ethiopia
5,1,2007,23.759,0.856,Ethiopia
12,1,2014,21.716,0.855,Ethiopia
1,1,2020,22.153,0.853,Ethiopia
7,1,2028,22.019,0.852,Ethiopia
10,1,2006,22.115,0.852,Ethiopia
2,1,2011,22.651,0.852,Ethiopia
7,1,2008,22.428,0.851,Ethiopia
12,1,2010,21.828,0.849,Ethiopia
10,1,2002,22.82,0.846,Ethiopia
10,1,2002,22.82,0.846,Ethiopia
8,1,2026,22.423,0.846,Ethiopia
1,1,2004,20.789,0.844,Ethiopia
1,1,2028,22.947,0.843,Ethiopia
1,1,2000,21.629,0.843,Ethiopia
7,1,2005,23.069,0.843,Ethiopia
4,1,1996,24.903,0.842,Ethiopia
7,1,2007,22.893,0.842,Ethiopia
4,1,1996,24.903,0.842,Ethiopia
7,1,2007,22.893,0.842,Ethiopia
8,1,2016,22.101,0.842,Ethiopia
3,1,2001,23.931,0.841,Ethiopia
9,1,1995,23.288,0.839,Ethiopia
9,1,1995,23.288,0.839,Ethiopia
5,1,2011,24.041,0.838,Ethiopia
10,1,2011,22.647,0.835,Ethiopia
4,1,1991,24.586,0.833,Ethiopia
4,1,1991,24.586,0.833,Ethiopia
9,1,2007,22.779,0.833,Ethiopia
2,1,2000,23.894,0.832,Ethiopia
2,1,2000,23.894,0.832,Ethiopia
5,1,1991,24.72,0.827,Ethiopia
5,1,1991,24.72,0.827,Ethiopia
4,1,2028,23.942,0.827,Ethiopia
7,1,2002,23.094,0.827,Ethiopia
2,1,1999,24.858,0.825,Ethiopia
2,1,1999,24.858,0.825,Ethiopia
5,1,2000,25.486,0.824,Ethiopia
5,1,2000,25.486,0.824,Ethiopia
1,1,2011,21.992,0.824,Ethiopia
11,1,2003,20.986,0.823,Ethiopia
3,1,2015,23.903,0.823,Ethiopia
9,1,2009,22.73,0.821,Ethiopia
11,1,2026,21.578,0.818,Ethiopia
9,1,2029,22.61,0.815,Ethiopia
5,1,2006,24.522,0.815,Ethiopia
7,1,1998,23.332,0.811,Ethiopia
7,1,1998,23.332,0.811,Ethiopia
6,1,1994,23.869,0.81,Ethiopia
6,1,1994,23.869,0.81,Ethiopia
9,1,2011,23.174,0.808,Ethiopia
10,1,2028,22.321,0.807,Ethiopia
3,1,2010,25.208,0.804,Ethiopia
3,1,2010,25.208,0.804,Ethiopia
3,1,2024,24.311,0.798,Ethiopia
12,1,2025,20.739,0.797,Ethiopia
11,1,2001,22.798,0.796,Ethiopia
11,1,2001,22.798,0.796,Ethiopia
12,1,1992,21.563,0.795,Ethiopia
12,1,1992,21.563,0.795,Ethiopia
12,1,2028,20.738,0.795,Ethiopia
2,1,2023,22.711,0.794,Ethiopia
8,1,2024,22.451,0.793,Ethiopia
4,1,1999,25.438,0.792,Ethiopia
4,1,1999,25.438,0.792,Ethiopia
8,1,2025,22.507,0.792,Ethiopia
6,1,2027,23.333,0.792,Ethiopia
11,1,2027,21.759,0.789,Ethiopia
